dem_elevation,lulc,ndvi,ndwi,rivers,roads,geology,faults,twi,spi,tri,slope,aspect,profile,plan,Landslide
660,6,6,-0.69299221,250,250,66,501,14.14101124,-2044.826172,9.486832619,17.87400818,330.255127,-0.005347534,-0.000610633,0
1596,6,6,-0.503296673,200,50,66,501,12.91976166,-276.0484009,10.72380543,18.25505829,104.0362473,-0.001289767,0.043371078,0
1678,6,6,-0.548344135,301,501,66,501,15.60726261,-8860.151367,10.58300495,17.87400818,7.125016212,-0.011119476,0.020150874,0
1904,6,6,-0.790237427,301,501,66,501,10.52499962,6006.89502,9,16.08989334,236.3099365,0.001310071,-0.00512031,0
1257,5,6,-0.528955936,50,501,37,501,5.948740005,291.6676331,6.855654716,10.14210606,153.4349518,-0.001220929,0.078709595,0
1710,6,6,-0.804860592,100,501,66,501,7.709476471,359.6531372,8.426149368,16.08989334,123.6900711,-0.003930213,0.015360928,0
1314,6,6,-0.57467252,301,150,57,500,8.812457085,13098.00586,10.81665421,19.79887581,90,-0.005330807,-0.035555556,0
814,4,6,-0.163949519,250,200,81,501,13.68790436,-788.7579956,16.06237793,27.54367065,327.5288086,-0.006481825,-0.006713199,0
2006,6,6,-0.766539097,301,501,66,501,13.19213676,-1648.929077,6.782330036,11.30993271,90,0.006034343,0,0
704,7,6,-0.339941055,250,250,66,501,16.66748428,-25579.38281,9.797959328,17.87400818,209.7448883,0.002970852,0.009159488,0
1585,5,6,-0.671477079,200,501,66,501,13.44493866,-1171.766602,7.483314991,11.52797318,191.3099365,-0.007178222,-0.02534424,0
1460,6,6,-0.665602565,250,250,66,501,13.34053516,-918.3622437,10.34407997,17.87400818,277.1250305,-0.000424407,0.061063252,0
1391,6,6,-0.559356153,200,200,66,501,13.05197716,-190.786911,12.80624866,21.60256577,225,-0.00257195,0.00808122,0
1701,6,6,-0.458619446,301,501,57,501,11.9592123,-178.2173462,3.605551243,2.290610075,270,0.006384671,0.319999993,0
1549,6,6,-0.76346153,301,501,66,501,13.12152195,-265.8119202,12.12435532,21.50217438,293.9624939,0.004304349,0.002679677,0
1614,6,6,-0.798295438,100,50,66,501,13.57062244,-13078.90625,8,14.1969471,161.5650482,-0.006997595,-0.020238576,0
1105,6,6,-0.36689657,150,501,66,50,6.908392906,392.5971375,5.656854153,6.842773438,360,0.006264207,0,0
1293,6,6,-0.80283165,100,501,66,501,11.70719433,885.9585571,12,15.79316902,135,-0.025660012,-0.079195961,0
1547,6,6,-0.7577371,100,501,66,501,15.77568817,-467.3022156,9.273618698,15.64224625,360,-0.00571492,0,0
1790,6,6,-0.735895872,301,501,66,501,13.79632568,-1448.643188,10.81665421,17.87400818,299.744873,-0.011628765,-0.017708344,0
1198,4,6,-0.639040828,250,350,66,501,16.87828636,-302574.375,10.58300495,17.34932518,230.1944275,-0.007481658,-0.033919279,0
1417,5,6,-0.404283226,100,50,66,501,5.205161572,5675.473145,10.77032948,20.24305534,130.6012878,-0.001741212,-0.011637681,0
1658,6,6,-0.679264188,150,501,66,501,8.508631706,40539.39844,9.380831718,16.94235802,203.1985931,-0.007340989,-0.056507044,0
1909,6,6,-0.488980174,200,501,66,501,13.52828693,-2307.757813,6.708203793,11.30993271,270,0.006034343,0.064000003,0
1370,6,6,-0.810774624,301,501,66,501,11.46803665,1855.720215,10.77032948,18.9879818,144.462326,-0.005411083,-0.018599622,0
2061,6,6,-0.786460102,301,501,66,501,16.57182693,-48415.30859,6.928203106,11.30993271,126.8698959,-0.011344564,-0.035840001,0
1644,5,6,-0.495856941,150,50,81,501,13.43845654,5003.697266,9.165151596,15.79316902,171.8699036,-0.004903913,-0.025795255,0
1508,4,6,-0.228761539,50,501,66,501,6.483240604,222.320282,9.539392471,16.23579216,164.0546112,0.006091923,0.042296685,0
1960,6,6,-0.479802549,300,501,66,501,13.45463467,-2143.893555,6.855654716,11.30993271,233.1300964,-0.005068848,-0.00512,0
