dem_elevation,lulc,ndvi,ndwi,rivers,roads,geology,faults,twi,spi,tri,roughness,slope,aspect,profile,plan,Landslide
1681.0,6.0,6.0,-0.6385695934295654,50.0,150.0,66.0,501.0,14.085443496704102,-2604.993408203125,9.643651008605957,9.0,17.744670867919922,270.0,-0.0,-0.03999999910593033,0
1195.0,6.0,6.0,-0.5003328919410706,50.0,150.0,66.0,501.0,9.687714576721191,665.4447631835938,13.076696395874023,13.0,22.191606521606445,78.69007110595703,0.0014655364211648703,-0.0045257569290697575,0
2015.0,6.0,6.0,-0.7588503360748291,50.0,501.0,66.0,501.0,8.427396774291992,42.46751022338867,5.916079998016357,5.0,3.2376880645751953,135.0,-0.02070055715739727,-0.08485281467437744,0
1658.0,6.0,6.0,-0.520761251449585,301.0,400.0,66.0,50.0,16.640567779541016,-7333.24072265625,7.211102485656738,8.0,12.156145095825195,68.19859313964844,0.0061852410435676575,-0.0010245259618386626,0
1565.0,4.0,6.0,-0.4326992630958557,301.0,50.0,81.0,501.0,6.28382682800293,1044.8046875,11.269427299499512,11.0,19.79887580871582,270.0,-0.005330807063728571,-0.0,0
1101.0,3.0,6.0,-0.3312613070011139,301.0,150.0,66.0,501.0,14.628405570983887,-4483.45068359375,9.899495124816895,9.0,17.744670867919922,270.0,-0.0,-0.0,0
1414.0,6.0,6.0,-0.760869562625885,50.0,250.0,66.0,501.0,15.916648864746094,-136595.9375,8.124038696289062,8.0,14.19694709777832,108.43495178222656,-0.010496391914784908,-0.005059644114226103,0
1084.0,6.0,6.0,-0.7378048896789551,150.0,50.0,81.0,501.0,8.541777610778809,9058.6748046875,5.916079998016357,4.0,7.209120750427246,18.434947967529297,-0.018435776233673096,-0.0531262643635273,0
1448.0,6.0,6.0,-0.8002504706382751,50.0,501.0,37.0,501.0,13.305091857910156,-2130.750732421875,13.152946472167969,11.0,23.83653450012207,95.19442749023438,-0.00511881522834301,-0.013832674361765385,0
1254.0,6.0,6.0,-0.6601046919822693,301.0,501.0,66.0,501.0,13.16152572631836,-7356.369140625,10.049875259399414,11.0,17.34932518005371,309.8055725097656,0.0013685959856957197,0.056420184671878815,0
1875.0,6.0,6.0,-0.43659713864326477,250.0,501.0,66.0,501.0,13.233349800109863,-377.72430419921875,10.049875259399414,10.0,18.25505828857422,194.03623962402344,0.01225278526544571,-0.0045653763227164745,0
1032.0,6.0,6.0,-0.6939947605133057,150.0,501.0,66.0,501.0,5.4874186515808105,296.15185546875,13.56466007232666,13.0,19.68572998046875,296.5650634765625,0.010684305801987648,0.07155417650938034,0
1347.0,6.0,6.0,-0.8327928185462952,250.0,501.0,66.0,350.0,12.63611125946045,5967.61328125,10.049875259399414,11.0,18.98798179626465,324.4623107910156,0.0030345942359417677,-0.010430869646370411,0
1521.0,6.0,6.0,-0.719750165939331,250.0,300.0,66.0,501.0,4.281658172607422,2595.530029296875,13.304134368896484,15.0,23.396501541137695,326.3099365234375,0.0034252579789608717,0.004551385995000601,0
1375.0,6.0,6.0,-0.8101618885993958,250.0,100.0,81.0,501.0,15.390093803405762,-68315.359375,10.677078247070312,12.0,17.34932518005371,320.1944274902344,-0.012956041842699051,-0.013769212178885937,0
1494.0,5.0,6.0,-0.46696850657463074,200.0,100.0,66.0,501.0,4.733759880065918,3542.216552734375,11.87434196472168,14.0,20.24305534362793,130.60128784179688,-0.003047120524570346,-0.007350114174187183,0
1515.0,7.0,6.0,-0.3603760004043579,150.0,501.0,81.0,501.0,7.985039234161377,5726.14306640625,10.535654067993164,9.0,19.79887580871582,180.0,-0.005330807063728571,-0.035555556416511536,0
1249.0,6.0,6.0,-0.543259859085083,200.0,50.0,66.0,501.0,6.982218265533447,3456.368896484375,10.816654205322266,10.0,19.91116714477539,6.340191841125488,0.004313985351473093,-0.014329164288938046,0
1462.0,6.0,6.0,-0.567375898361206,250.0,501.0,66.0,501.0,8.0955228805542,26820.458984375,9.380831718444824,9.0,16.942358016967773,203.19859313964844,-0.0035739021841436625,-0.028615746647119522,0
1718.0,6.0,6.0,-0.734868586063385,250.0,501.0,66.0,501.0,8.199287414550781,1445.9144287109375,6.7082037925720215,7.0,13.128846168518066,239.03623962402344,0.001477787154726684,-0.006859943270683289,0
1458.0,4.0,6.0,-0.20317964255809784,301.0,150.0,81.0,501.0,8.14641284942627,556.727783203125,9.0,10.0,16.089893341064453,123.69007110595703,-0.0013100712094455957,0.0051203095354139805,0
1211.0,6.0,6.0,-0.5964444279670715,250.0,501.0,81.0,501.0,13.800274848937988,-428.3234558105469,7.6157732009887695,9.0,12.156145095825195,291.8014221191406,-0.0061852410435676575,0.0010245259618386626,0
1581.0,6.0,6.0,-0.6931216716766357,100.0,501.0,81.0,501.0,8.527098655700684,98.01202392578125,10.198039054870605,11.0,18.98798179626465,215.5376739501953,-0.004314242396503687,0.014829428866505623,0
686.0,6.0,6.0,-0.4582049548625946,50.0,250.0,105.0,400.0,5.950424671173096,292.159423828125,5.74456262588501,6.0,10.142106056213379,333.4349365234375,0.010988361202180386,0.007155417464673519,0
1324.0,6.0,6.0,-0.7828947305679321,200.0,501.0,66.0,50.0,16.942411422729492,-7925.52978515625,5.291502475738525,6.0,9.090276718139648,270.0,-0.0,-0.0,0
1480.0,6.0,6.0,-0.5096909403800964,50.0,300.0,66.0,501.0,6.901609897613525,337.8116455078125,9.05538558959961,9.0,16.23579216003418,105.94539642333984,0.008336316794157028,0.03358854725956917,0
2075.0,6.0,6.0,-0.795015275478363,301.0,501.0,81.0,501.0,11.005040168762207,21.33613395690918,11.135528564453125,12.0,18.868383407592773,200.55604553222656,-0.0033427702728658915,-0.007182799279689789,0
979.0,4.0,4.0,-0.27356019616127014,150.0,501.0,66.0,400.0,13.640170097351074,-1239.20654296875,9.949873924255371,11.0,17.874008178710938,209.74488830566406,0.004159193020313978,0.0048850602470338345,0
963.0,6.0,6.0,-0.4209783971309662,300.0,100.0,66.0,501.0,15.29222297668457,-11630.2265625,10.954451560974121,11.0,20.780418395996094,198.43495178222656,0.004184378311038017,-0.013492384925484657,0
1343.0,6.0,6.0,-0.8241369128227234,50.0,500.0,66.0,150.0,9.385184288024902,4733.376953125,9.949873924255371,10.0,13.128846168518066,149.03623962402344,-0.018689660355448723,-0.07788053154945374,0
1459.0,6.0,6.0,-0.48174571990966797,301.0,150.0,66.0,501.0,8.278362274169922,15863.8232421875,8.246211051940918,8.0,13.674945831298828,170.5376739501953,-0.013011433184146881,-0.020616522058844566,0
1880.0,6.0,6.0,-0.8218699097633362,250.0,501.0,66.0,501.0,16.705137252807617,-77204.8125,8.0,9.0,14.366056442260742,38.65980911254883,-0.002128609921783209,-0.015845922753214836,0
1696.0,6.0,6.0,-0.7844626307487488,100.0,501.0,66.0,501.0,13.70327091217041,-1319.922119140625,10.440306663513184,12.0,17.874008178710938,29.74488067626953,-0.006535875145345926,0.0036637953016906977,0
1668.0,6.0,6.0,-0.45267224311828613,50.0,200.0,66.0,400.0,5.013702392578125,606.15576171875,8.66025447845459,9.0,13.674945831298828,260.5376892089844,0.008727180771529675,0.039811212569475174,0
776.0,6.0,6.0,-0.7528089880943298,50.0,450.0,66.0,50.0,18.651165008544922,-143624.25,5.4772257804870605,4.0,2.2906100749969482,90.0,-0.019154012203216553,-0.3199999928474426,0
1927.0,6.0,6.0,-0.8296224474906921,301.0,501.0,66.0,501.0,9.15083122253418,37959.16015625,9.32737922668457,9.0,13.674945831298828,279.4623107910156,-0.011900701560080051,-0.07820060104131699,0
793.0,4.0,4.0,-0.35451164841651917,250.0,350.0,66.0,300.0,13.416410446166992,-68.51295471191406,11.224971771240234,13.0,18.747791290283203,45.0,-0.005434390157461166,0.01885618083178997,0
1710.0,6.0,6.0,-0.7093480229377747,301.0,400.0,81.0,501.0,14.83834457397461,-348.9252624511719,14.0,15.0,25.0079288482666,120.96375274658203,0.0025218345690518618,0.020176304504275322,0
1212.0,4.0,6.0,-0.3124733567237854,100.0,50.0,66.0,501.0,11.959212303161621,-178.21734619140625,3.0,2.0,2.2906100749969482,180.0,0.006384670734405518,0.3199999928474426,0
1237.0,6.0,6.0,-0.5180801153182983,301.0,50.0,66.0,501.0,15.560717582702637,-81025.03125,9.643651008605957,11.0,17.34932518005371,50.194427490234375,0.00501818535849452,0.0020150067284703255,0
2111.0,6.0,6.0,-0.7874677181243896,300.0,501.0,81.0,501.0,15.998117446899414,-148190.140625,8.717798233032227,9.0,14.19694709777832,161.56504821777344,0.012245790101587772,-0.0025298220571130514,0
1955.0,6.0,6.0,-0.5293888449668884,301.0,501.0,66.0,501.0,9.015655517578125,60.04721450805664,8.426149368286133,7.0,15.793169021606445,261.8699035644531,-0.005303069017827511,-0.024211335927248,0
1875.0,6.0,6.0,-0.8770318031311035,200.0,501.0,66.0,501.0,11.696267127990723,91412.859375,9.273618698120117,7.0,10.142106056213379,296.5650634765625,-0.017093006521463394,-0.18604084849357605,0
1134.0,6.0,6.0,-0.4351425766944885,100.0,300.0,66.0,501.0,17.440786361694336,-115442.953125,6.78233003616333,7.0,11.309932708740234,216.86990356445312,-0.011344564147293568,-0.035840000957250595,0
1375.0,4.0,6.0,-0.3218279182910919,100.0,150.0,66.0,500.0,13.520035743713379,-1976.6832275390625,12.489995956420898,13.0,20.780418395996094,71.56504821777344,0.005230472888797522,0.016865480691194534,0
1057.0,6.0,6.0,-0.7981072664260864,150.0,100.0,81.0,501.0,8.416465759277344,18213.173828125,7.549834251403809,8.0,13.674945831298828,170.5376739501953,-0.002380140358582139,-0.06824779510498047,0
1829.0,6.0,6.0,-0.7313330769538879,200.0,501.0,81.0,501.0,7.700713157653809,8903.037109375,8.426149368286133,8.0,13.674945831298828,170.5376739501953,-0.0007933800807222724,0.029858410358428955,0
852.0,7.0,6.0,-0.3540284335613251,200.0,501.0,81.0,501.0,10.326053619384766,23223.685546875,6.324555397033691,7.0,10.142106056213379,153.43495178222656,-0.007325574290007353,-0.028621669858694077,0
1652.0,6.0,6.0,-0.5256055593490601,301.0,50.0,81.0,501.0,15.360456466674805,-308.5072021484375,8.88819408416748,9.0,15.64224624633789,270.0,-0.00571491988375783,-0.0,0
2140.0,6.0,6.0,-0.7882450819015503,100.0,501.0,81.0,501.0,13.604153633117676,-48.31869125366211,6.164413928985596,6.0,9.365158081054688,104.03624725341797,0.009763652458786964,0.054784517735242844,0
1460.0,6.0,6.0,-0.4944128394126892,50.0,501.0,66.0,200.0,7.926370620727539,473.1361083984375,12.0,13.0,22.383098602294922,60.945396423339844,0.004821025766432285,-0.014807527884840965,0
2207.0,6.0,6.0,-0.7417861819267273,300.0,501.0,66.0,501.0,15.166889190673828,-394.4536437988281,11.045360565185547,12.0,18.747791290283203,225.0,-0.01358597632497549,-0.02828427031636238,0
1509.0,6.0,6.0,-0.8085319399833679,301.0,501.0,66.0,450.0,14.968164443969727,1122.73876953125,11.045360565185547,12.0,18.868383407592773,339.4439697265625,0.0015599593752995133,0.013339484110474586,0
1282.0,6.0,6.0,-0.7236243486404419,301.0,50.0,66.0,250.0,16.439762115478516,-59209.87109375,8.0,9.0,14.366056442260742,38.65980911254883,-0.0049667563289403915,-0.003656751476228237,0
1473.0,6.0,6.0,-0.7209821343421936,301.0,150.0,66.0,501.0,8.162936210632324,25.595388412475586,9.643651008605957,11.0,15.793169021606445,225.0,0.004276668652892113,0.02828427031636238,0
1644.0,5.0,6.0,-0.4910447895526886,50.0,50.0,81.0,501.0,7.83021879196167,3083.043212890625,11.747340202331543,13.0,19.68572998046875,153.43495178222656,0.0021368612069636583,-0.007155417464673519,0
1560.0,7.0,6.0,-0.46521738171577454,150.0,501.0,66.0,501.0,5.546327114105225,758.7901611328125,12.922847747802734,14.0,23.035480499267578,138.81407165527344,0.0028691310435533524,0.036496639251708984,0
1276.0,6.0,6.0,-0.5206215977668762,100.0,501.0,81.0,501.0,11.936189651489258,1113.9471435546875,9.591663360595703,9.0,15.793169021606445,171.86990356445312,-0.018475208431482315,-0.017196837812662125,0
807.0,6.0,6.0,-0.4842451214790344,301.0,501.0,66.0,501.0,10.283025741577148,213.25762939453125,9.746794700622559,9.0,15.793169021606445,8.130102157592773,0.017049651592969894,-0.022401142865419388,0
1464.0,6.0,6.0,-0.46726861596107483,250.0,501.0,66.0,450.0,5.487865924835205,1976.857177734375,10.862780570983887,12.0,16.942358016967773,246.80140686035156,-0.009659195318818092,-0.005795594304800034,0
1760.0,6.0,6.0,-0.7850707769393921,301.0,50.0,66.0,50.0,8.47068977355957,1622.2481689453125,9.32737922668457,10.0,16.23579216003418,164.0546112060547,-0.003740654792636633,-0.007464121095836163,0
910.0,4.0,6.0,-0.38201141357421875,50.0,50.0,81.0,501.0,10.42676830291748,59663.12109375,4.0,4.0,7.209120750427246,288.4349365234375,-0.006249415688216686,-0.0505964420735836,1
908.0,7.0,2.0,-0.256703644990921,50.0,50.0,81.0,501.0,10.627570152282715,300.980712890625,9.591663360595703,11.0,15.793169021606445,225.0,-0.008553337305784225,-0.011313708499073982,1
839.0,6.0,6.0,-0.4237653613090515,100.0,50.0,66.0,200.0,14.505352020263672,-118.98724365234375,5.916079998016357,6.0,9.365158081054688,75.96375274658203,-0.0010848502861335874,0.04565376415848732,1
868.0,6.0,6.0,-0.750325083732605,300.0,50.0,66.0,501.0,5.19328498840332,3387.0791015625,18.574174880981445,22.0,29.6185245513916,219.28941345214844,0.0031743894796818495,0.014016220346093178,1
860.0,7.0,4.0,-0.3303995728492737,301.0,450.0,66.0,501.0,8.99605941772461,3207.571044921875,7.141428470611572,8.0,13.128846168518066,59.0362434387207,-0.004607218783348799,-0.033492665737867355,1
700.0,7.0,6.0,-0.2753702700138092,50.0,200.0,66.0,501.0,14.990124702453613,-2188.428955078125,11.045360565185547,11.0,18.25505828857422,165.96376037597656,-0.010318134911358356,-0.0022826881613582373,1
587.0,5.0,6.0,-0.7111001014709473,50.0,100.0,66.0,501.0,15.475151062011719,-3725.03955078125,14.696938514709473,17.0,24.516313552856445,127.87498474121094,-0.004820361267775297,-0.01403292827308178,1
862.0,6.0,6.0,-0.7776960134506226,50.0,50.0,66.0,501.0,6.460033893585205,1387.30322265625,17.69180679321289,15.0,29.24882698059082,180.0,-0.008501885458827019,-0.0,1
1201.0,6.0,6.0,-0.7970060110092163,301.0,50.0,66.0,501.0,14.218687057495117,-5202.37255859375,20.19900894165039,23.0,33.26683044433594,232.43141174316406,-0.003254297887906432,-0.0012692863820120692,1
1004.0,6.0,6.0,-0.6300709247589111,300.0,150.0,66.0,501.0,13.777094841003418,-775.6431274414062,18.89444351196289,19.0,30.737525939941406,199.65382385253906,0.0135892853140831,0.017824307084083557,1
889.0,6.0,6.0,-0.30373096466064453,200.0,150.0,66.0,501.0,13.378673553466797,-9140.48828125,10.58300495147705,12.0,17.34932518005371,219.80557250976562,0.002919671358540654,0.009739198721945286,1
1186.0,4.0,4.0,-0.17806123197078705,301.0,200.0,66.0,500.0,3.173757553100586,1230.471923828125,2.0,2.0,4.573921203613281,270.0,-0.0,-0.0,1
1165.0,6.0,6.0,-0.41603416204452515,200.0,200.0,66.0,501.0,14.005712509155273,-974.8753662109375,18.574174880981445,21.0,30.737525939941406,227.726318359375,-0.0066751157864928246,-0.014610087499022484,1
1004.0,7.0,6.0,-0.31943371891975403,300.0,100.0,66.0,50.0,13.547950744628906,-5633.55908203125,17.72004508972168,20.0,29.980140686035156,213.6900634765625,-0.0019197310321033,0.0051203095354139805,1
1142.0,7.0,4.0,-0.30577364563941956,150.0,50.0,81.0,501.0,13.61952018737793,-3528.402587890625,6.855654716491699,7.0,14.366056442260742,231.34019470214844,0.0007095366017892957,0.021940508857369423,1
934.0,7.0,6.0,-0.32108405232429504,200.0,50.0,81.0,501.0,5.672183990478516,5467.75,17.435596466064453,20.0,29.6185245513916,230.71058654785156,-0.00420476496219635,-0.011257560923695564,1
1154.0,4.0,4.0,-0.4151128828525543,301.0,250.0,81.0,501.0,8.959134101867676,3422.68994140625,15.42724895477295,13.0,25.718433380126953,265.2363586425781,-0.00952177494764328,-0.012829095125198364,1
1077.0,6.0,6.0,-0.4925086498260498,250.0,200.0,81.0,501.0,5.357436180114746,2552.844482421875,30.838287353515625,35.0,45.27240753173828,303.6900634765625,-0.004289509262889624,0.005851782392710447,1
1241.0,4.0,6.0,-0.40518876910209656,301.0,50.0,81.0,501.0,6.0865254402160645,3323.54443359375,17.748239517211914,16.0,29.49620819091797,188.13009643554688,-0.007975921966135502,-0.0012445079628378153,1
952.0,4.0,4.0,-0.24089200794696808,200.0,100.0,81.0,501.0,8.14893627166748,107762.4453125,11.090536117553711,12.0,20.24305534362793,229.39871215820312,-0.007524522021412849,-0.027358759194612503,1
918.0,4.0,4.0,-0.01040024682879448,300.0,50.0,81.0,501.0,10.530817031860352,1125.4508056640625,3.1622776985168457,3.0,6.454830169677734,225.0,-0.0,-0.0,1
954.0,7.0,6.0,-0.230897456407547,200.0,50.0,81.0,501.0,8.070849418640137,253.67526245117188,17.291616439819336,18.0,28.548791885375977,197.10272216796875,0.005932274740189314,0.019203010946512222,1
1740.0,6.0,6.0,-0.6859868168830872,200.0,50.0,81.0,501.0,5.726938724517822,985.05224609375,11.704699516296387,11.0,19.91116714477539,186.34019470214844,0.004443729296326637,0.020577972754836082,1
1240.0,6.0,6.0,-0.6487744450569153,250.0,50.0,81.0,501.0,13.859557151794434,-4485.64501953125,8.602325439453125,10.0,14.366056442260742,231.34019470214844,-0.007804902736097574,0.008532419800758362,1
1167.0,6.0,6.0,-0.6873489022254944,301.0,150.0,81.0,100.0,6.252729892730713,332.603759765625,13.190905570983887,13.0,22.666013717651367,286.6992492675781,-0.00027680929633788764,0.016168810427188873,1
1162.0,4.0,6.0,-0.4109855592250824,200.0,100.0,66.0,500.0,14.864882469177246,-7324.61962890625,17.14642906188965,17.0,30.21689796447754,344.0545959472656,0.0006233413587324321,0.020318996161222458,1
986.0,7.0,6.0,-0.43867042660713196,300.0,300.0,81.0,501.0,14.212711334228516,-3951.500732421875,12.369317054748535,13.0,20.780418395996094,108.43495178222656,0.0018306653946638107,-0.005902918521314859,1
948.0,4.0,4.0,-0.3394777178764343,100.0,50.0,81.0,501.0,6.101779937744141,13912.2890625,10.72380542755127,12.0,20.24305534362793,49.398704528808594,0.003047120524570346,0.007350114174187183,1
950.0,4.0,6.0,-0.3411419987678528,100.0,50.0,81.0,250.0,14.726125717163086,-1081.095458984375,7.141428470611572,8.0,12.156145095825195,248.19859313964844,-0.007216114550828934,0.006147156003862619,1
954.0,4.0,6.0,-0.3578580915927887,100.0,50.0,81.0,250.0,7.276030540466309,574.3507080078125,8.0,9.0,13.128846168518066,210.96376037597656,0.003303288947790861,0.03954555466771126,1
967.0,4.0,4.0,-0.366954505443573,100.0,100.0,81.0,150.0,7.68578577041626,854.2097778320312,5.916079998016357,5.0,6.8427734375,90.0,-0.018792621791362762,-0.0,1
1068.0,7.0,4.0,-0.5851472020149231,150.0,100.0,81.0,400.0,5.377783298492432,872.373779296875,7.348469257354736,7.0,13.674945831298828,80.53768157958984,-0.0012694081524387002,0.031991153955459595,1
1045.0,7.0,6.0,-0.24823039770126343,50.0,50.0,81.0,501.0,11.251127243041992,27.289133071899414,10.72380542755127,11.0,18.868383407592773,200.55604553222656,-0.00423417566344142,-0.00410445686429739,1
1083.0,6.0,4.0,-0.004170652478933334,100.0,100.0,81.0,501.0,8.125001907348633,2570.552734375,6.7082037925720215,7.0,10.142106056213379,333.4349365234375,0.006104645319283009,-0.03577708825469017,1
1150.0,7.0,4.0,-0.34849369525909424,150.0,50.0,81.0,100.0,8.07166576385498,6244.298828125,11.532562255859375,10.0,19.79887580871582,180.0,-0.005330807063728571,-0.035555556416511536,1
1197.0,7.0,6.0,-0.4363890588283539,100.0,50.0,66.0,500.0,7.219244480133057,4380.85986328125,10.908712387084961,10.0,19.91116714477539,186.34019470214844,-0.005611424800008535,-0.016699401661753654,1
1345.0,6.0,6.0,-0.652914822101593,50.0,150.0,81.0,501.0,6.474968433380127,4901.17431640625,17.0587215423584,16.0,29.49620819091797,171.86990356445312,0.0008862135000526905,-0.0023758788593113422,1
1485.0,4.0,4.0,-0.09975370764732361,301.0,50.0,66.0,501.0,13.691694259643555,-725.8184814453125,7.745966911315918,8.0,15.020256996154785,206.56504821777344,-0.0,0.023851390928030014,1
1486.0,6.0,6.0,-0.4542032480239868,301.0,50.0,66.0,501.0,17.90607261657715,-141891.3125,5.5677642822265625,5.0,5.111089706420898,243.43495178222656,-0.0037943765055388212,-0.17173002660274506,1
1546.0,4.0,4.0,-0.11276595294475555,150.0,50.0,66.0,501.0,13.197770118713379,-915.1603393554688,5.916079998016357,5.0,11.527973175048828,11.309932708740234,0.006599332671612501,0.028361409902572632,1
1498.0,6.0,6.0,-0.67844158411026,50.0,100.0,66.0,501.0,6.959040641784668,46.36609649658203,6.480740547180176,6.0,9.631651878356934,315.0,0.015332872979342937,0.05656854063272476,1
1342.0,6.0,6.0,-0.8637200593948364,200.0,250.0,66.0,501.0,13.4430570602417,0.08419366180896759,32.54227828979492,32.0,47.1240119934082,15.068488121032715,-0.0013264159206300974,0.009851842187345028,1
868.0,4.0,4.0,-0.2262357622385025,301.0,50.0,66.0,501.0,8.761043548583984,46.54963684082031,8.83176040649414,10.0,15.793169021606445,225.0,0.002851112512871623,0.0339411236345768,1
868.0,4.0,4.0,-0.15825074911117554,301.0,50.0,66.0,501.0,9.857439041137695,139.33969116210938,8.426149368286133,7.0,15.793169021606445,261.8699035644531,-0.005303069017827511,-0.024211335927248,1
866.0,6.0,6.0,-0.7546444535255432,301.0,100.0,81.0,501.0,14.396834373474121,-3032.13671875,13.747727394104004,15.0,24.0948429107666,206.56504821777344,-0.0009737290092743933,-0.01144866831600666,1
865.0,6.0,6.0,-0.7228596806526184,301.0,100.0,81.0,501.0,13.966774940490723,-2983.610107421875,17.63519287109375,18.0,30.21689796447754,195.9453887939453,0.001636271015740931,-0.004354070872068405,1
830.0,6.0,6.0,-0.5262872576713562,301.0,50.0,81.0,501.0,6.0065155029296875,2566.3330078125,15.620499610900879,15.0,26.324947357177734,284.0362548828125,0.008403174579143524,0.015217921696603298,1
741.0,7.0,6.0,-0.49752381443977356,301.0,100.0,81.0,501.0,14.6336088180542,-985.5626220703125,7.211102485656738,7.0,12.156145095825195,201.80140686035156,-0.005772891920059919,-0.06044703349471092,1
